YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 04 09 13 00 360  2.5  2.8  0.54  7.14  5.88 999 1022.1   6.3   5.6   3.4 99.0 99.00
2005 04 09 14 00 353  2.2  2.8  0.47  7.69  5.15 999 1022.7   6.3   5.8   3.4 99.0 99.00
2005 04 09 15 00 360  2.5  2.9  0.48  9.09  5.11 999 1022.8   6.3   6.0   3.6 99.0 99.00
2005 04 09 16 00  71  1.7  1.9  0.45  9.09  4.81 999 1022.7   6.4   6.3   2.9 99.0 99.00
2005 04 09 17 00  97  3.9 99.0 99.00 99.00 99.00 999 9999.0   6.4 999.0 999.0 99.0 99.00
2005 04 09 18 00 100  4.0  5.0  0.48  8.33  5.52 999 1021.9   6.6   7.1   1.1 99.0 99.00
2005 04 09 19 00 118  4.7  5.7  0.49  8.33  5.26 999 1021.9   6.7   7.1   0.4 99.0 99.00
2005 04 09 20 00  94  4.5  5.5  0.45  8.33  5.08 999 1021.0   6.7   7.1   0.4 99.0 99.00
2005 04 09 21 00  86  4.0  4.9  0.42 10.00  4.88 999 1020.4   7.1   7.4   0.9 99.0 99.00
2005 04 09 22 00  91  3.3  3.9  0.42  9.09  4.89 999 1020.3   7.0   7.1   1.8 99.0 99.00
2005 04 09 23 00 122  4.5  5.7  0.47  9.09  5.26 999 1019.7   6.4   7.1   1.6 99.0 99.00
2005 04 10 00 00 126  4.7  5.6  0.50  8.33  5.29 999 1019.6   6.4   7.1   2.3 99.0 99.00
2005 04 10 01 00 148  4.0  5.5  0.53  8.33  5.31 999 1020.3   6.7   6.6   1.9 99.0 99.00
2005 04 10 02 00 155  2.8  3.7  0.51  8.33  4.91 999 1020.4   6.4   6.6   2.9 99.0 99.00
2005 04 10 03 00 169  5.1  6.0  0.46  7.14  4.83 999 1020.3   6.3   6.7   2.7 99.0 99.00
2005 04 10 04 00 245  3.3  3.9  0.47  9.09  4.47 999 1020.3   5.6   6.0   0.2 99.0 99.00
2005 04 10 05 00 233  1.6  1.9  0.44  9.09  4.44 999 1019.7   5.9   6.0   1.3 99.0 99.00
2005 04 10 06 00 234  1.8  2.2  0.44  9.09  4.82 999 1019.4   6.0   5.9   1.2 99.0 99.00
2005 04 10 07 00 219  2.0  2.3  0.37  9.09  4.84 999 1018.7   5.9   6.0   2.3 99.0 99.00
2005 04 10 08 00 264  2.4  2.8  0.36  9.09  5.29 999 1018.1   6.0   5.9   2.6 99.0 99.00
2005 04 10 09 00 255  2.5  2.8  0.33  8.33  4.85 999 1017.9   5.9   5.9   3.6 99.0 99.00
2005 04 10 10 00 244  1.9  2.3  0.35  9.09  4.98 999 1017.9   5.9   5.9   3.2 99.0 99.00
2005 04 10 11 00 227  1.9  2.2  0.41  8.33  5.06 999 1018.1   6.0   5.9   3.3 99.0 99.00
2005 04 10 12 00 216  1.6  1.9  0.43  8.33  5.90 999 1018.1   6.6   5.9   3.1 99.0 99.00
2005 04 10 13 00 173  1.9  2.4  0.41  9.09  5.50 999 1018.0   6.4   5.9   3.6 99.0 99.00
2005 04 10 14 00 162  1.2  1.5  0.50  6.25  5.83 999 1018.0   6.6   6.2   4.1 99.0 99.00
2005 04 10 15 00 134  3.0  3.7  0.50  9.09  5.83 999 1017.4   7.1   6.6   2.2 99.0 99.00
2005 04 10 16 00 136  3.4 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2005 04 10 17 00 134  4.2  5.0  0.42  9.09  5.47 999 1015.8   7.5   7.1   2.3 99.0 99.00
2005 04 10 18 00 148  4.8  5.7  0.40  8.33  5.16 999 1015.0   7.5   7.4   2.5 99.0 99.00
2005 04 10 19 00 136  5.3  6.2  0.40  8.33  4.48 999 1014.3   7.9   7.4   1.9 99.0 99.00
2005 04 10 20 00 132  4.4  4.8  0.39  9.09  3.88 999 1014.1   8.3   7.4   2.8 99.0 99.00
2005 04 10 21 00 140  4.9  5.5  0.38  7.69  4.47 999 1013.5   8.6   7.5   3.3 99.0 99.00
2005 04 10 22 00 141  5.0  5.7  0.34  9.09  4.86 999 1013.5   9.0   7.1   3.3 99.0 99.00
2005 04 10 23 00 150  4.9  5.5  0.37  7.69  4.57 999 1013.8   9.1   7.0   5.0 99.0 99.00
2005 04 11 00 00 116  2.7  3.4  0.45  6.67  5.14 999 1014.3   9.4   6.7   5.3 99.0 99.00
2005 04 11 01 00 360  2.2  3.9  0.42  8.33  5.61 999 1015.0   9.6   6.7   4.4 99.0 99.00
2005 04 11 02 00  29  4.8  5.8  0.41  7.69  5.87 999 1015.8   7.9   6.7   6.2 99.0 99.00
2005 04 11 03 00  29  5.1  5.7  0.47  8.33  5.78 999 1016.5   7.5   6.7   5.9 99.0 99.00
2005 04 11 04 00  16  9.4 11.7  0.47  7.69  5.46 999 1017.3   8.7   7.0 999.0 99.0 99.00
2005 04 11 05 00  28 11.1 13.0  1.05  3.13  3.29 999 1018.4   7.5   6.7   0.4 99.0 99.00
2005 04 11 06 00  29 10.0 11.7  1.27  3.70  3.71 999 1019.2   6.7   6.3  -0.6 99.0 99.00
2005 04 11 07 00  33  9.7 11.6  1.22  4.35  3.79 999 1019.1   6.4   6.4  -0.8 99.0 99.00
2005 04 11 08 00  30 10.6 12.7  1.36  4.76  3.91 999 1019.5   6.0   6.3  -1.4 99.0 99.00
2005 04 11 09 00  28 10.2 12.0  1.32  4.76  4.00 999 1019.6   5.6   6.3  -1.8 99.0 99.00
2005 04 11 10 00  28  9.3 11.2  1.39  5.26  4.11 999 1020.4   5.2   5.9  -1.9 99.0 99.00
2005 04 11 11 00  22  9.8 11.2  1.56  5.56  4.34 999 1021.0   4.8   5.6  -3.0 99.0 99.00
2005 04 11 12 00  20  9.8 12.1  1.84  5.56  4.73 999 1021.8   4.3   5.5  -3.9 99.0 99.00
2005 04 11 13 00  21  9.1 10.8  1.84  5.56  4.71 999 1022.0   3.9   5.5  -4.3 99.0 99.00
2005 04 11 14 00  21  8.2 10.4  1.91  5.88  4.93 999 1022.1   3.6   5.5  -3.1 99.0 99.00
2005 04 11 15 00  13  7.8  9.1  1.94  5.88  4.89 999 1022.0   3.5   5.6  -3.5 99.0 99.00
2005 04 11 16 00  26  6.3  7.6  1.83  6.25  5.05 999 1021.4   3.5   5.6  -5.4 99.0 99.00
2005 04 11 17 00  38  5.4  6.6  1.66  6.67  5.15 999 1020.5   3.6   5.6  -5.9 99.0 99.00
2005 04 11 18 00  57  5.9  6.8  1.73  6.25  5.50 999 1019.9   3.6   5.9  -5.7 99.0 99.00
2005 04 11 19 00  77  5.0  5.8  1.71  7.14  5.44 999 1019.5   3.7   6.0  -4.6 99.0 99.00
2005 04 11 20 00  97  3.4  4.1  1.49  7.14  5.36 999 1019.0   4.0   6.3  -5.7 99.0 99.00
2005 04 11 21 00  94  2.7  3.8  1.70  7.14  5.84 999 1019.0   3.9   6.2  -5.7 99.0 99.00
2005 04 11 22 00 105  2.0  3.1  1.48  6.67  5.66 999 1019.2   4.1   6.3  -4.1 99.0 99.00
2005 04 11 23 00 117  1.1  1.8  1.34  7.14  5.89 999 1019.4   4.0   6.3  -4.2 99.0 99.00
2005 04 12 00 00 341  0.2  0.8  1.17  6.67  5.72 999 1019.7   3.9   6.0  -5.4 99.0 99.00
2005 04 12 01 00 318  0.8  1.2  1.11  6.67  5.59 999 1020.4   4.3   5.9  -4.8 99.0 99.00
2005 04 12 02 00 302  3.7  4.4  1.05  6.67  5.48 999 1020.3   4.7   5.9  -3.1 99.0 99.00
2005 04 12 03 00 337  5.4  7.0  0.93  6.25  5.33 999 1020.2   5.6   5.9  -3.0 99.0 99.00
2005 04 12 04 00   7 11.0 12.8  1.02  6.25  4.67 999 1019.5   5.2   5.9  -4.0 99.0 99.00
2005 04 12 05 00  13  9.4 11.1  1.40  4.35  4.11 999 1019.4   4.6   5.6  -4.4 99.0 99.00
2005 04 12 06 00  15  9.1 10.6  1.70  5.56  4.37 999 1018.9   3.9   5.6  -4.1 99.0 99.00
2005 04 12 07 00 356  9.7 11.9  1.86  6.25  4.82 999 1018.6   3.2   5.5  -5.1 99.0 99.00
2005 04 12 08 00 357 10.4 12.5  1.84  5.88  4.78 999 1018.1   2.7   5.4  -5.4 99.0 99.00
2005 04 12 09 00 349 10.2 11.7  1.86  6.25  4.72 999 1017.9   2.5   5.2  -4.5 99.0 99.00
2005 04 12 10 00 339 10.1 12.0  1.58  6.25  4.59 999 1017.7   2.0   5.2  -6.3 99.0 99.00
2005 04 12 11 00 341 10.2 11.9  1.81  6.67  4.81 999 1017.5   2.0   5.2  -5.7 99.0 99.00
2005 04 12 12 00 331 10.4 12.7  1.77  6.67  4.68 999 1017.8   2.0   5.2  -5.1 99.0 99.00
2005 04 12 13 00 329  9.3 11.4  1.66  6.67  4.54 999 1017.0   2.4   5.2  -5.1 99.0 99.00
2005 04 12 14 00 331  8.4 10.4  1.68  7.14  4.55 999 1016.3   2.9   5.1  -5.8 99.0 99.00
2005 04 12 15 00 325  6.2  7.3  1.71  6.67  5.05 999 1015.8   3.4   5.1  -6.2 99.0 99.00
2005 04 12 16 00 339  5.0  6.3  1.59  7.14  4.95 999 1014.8   3.9   5.1  -5.9 99.0 99.00
2005 04 12 17 00   2  3.6  4.7  1.67  7.14  5.48 999 1013.4   4.3   5.1  -4.0 99.0 99.00
2005 04 12 18 00  34  5.6  6.7  1.78  7.69  5.86 999 1012.8   3.8   5.2  -1.1 99.0 99.00
2005 04 12 19 00  68  5.2  6.8  1.42  7.69  5.34 999 1011.7   3.7   5.1  -0.6 99.0 99.00
2005 04 12 20 00  50  9.0 11.6  1.38  7.69  5.36 999 1011.3   3.2   5.1  -0.5 99.0 99.00
2005 04 12 21 00  44  8.8 10.3  1.62  7.69  5.23 999 1012.5   1.4   4.8   0.6 99.0 99.00
2005 04 12 22 00  37  7.9  9.9  1.82  7.69  5.53 999 1013.3   0.9   4.7   0.7 99.0 99.00
2005 04 12 23 00   4  5.1  7.1  1.68  7.14  5.41 999 1013.5   1.1   4.8   0.0 99.0 99.00
2005 04 13 00 00 107  1.6  2.5  1.41  7.69  5.57 999 1014.1   1.2   4.7   0.4 99.0 99.00
2005 04 13 01 00 206  3.7  5.0  1.44  7.14  6.09 999 1014.2   1.1   4.7   0.9 99.0 99.00
2005 04 13 02 00 232  4.3  5.7  1.18  7.14  6.14 999 1014.0   1.6   4.7   1.1 99.0 99.00
2005 04 13 03 00 251  3.7  4.8  0.99  7.69  6.11 999 1013.9   2.0   4.8   1.0 99.0 99.00
2005 04 13 04 00 325  3.7  4.5  0.83  6.67  5.85 999 1013.3   2.8   4.8   0.3 99.0 99.00
2005 04 13 05 00 290  3.1  4.5  0.81  7.14  5.91 999 1013.2   2.7   4.8   0.5 99.0 99.00
2005 04 13 06 00 250  5.6  6.7  0.63  6.67  5.67 999 1012.5   2.8   4.8   1.6 99.0 99.00
2005 04 13 07 00 242  5.1  5.8  0.63  7.14  5.40 999 1012.5   2.5   4.8   0.8 99.0 99.00
2005 04 13 08 00 253  5.4  6.5  0.55  6.67  5.11 999 1012.4   2.7   4.7   1.3 99.0 99.00
2005 04 13 09 00 321  5.8  6.6  0.63  6.67  4.44 999 1012.6   2.3   4.4  -1.9 99.0 99.00
2005 04 13 10 00 321  5.3  6.2  0.60  6.67  3.93 999 1012.8   2.2   4.4  -1.7 99.0 99.00
2005 04 13 11 00 322  4.8  5.7  0.54  2.94  3.65 999 1013.3   1.7   4.4  -1.5 99.0 99.00
2005 04 13 12 00 325  4.8  5.8  0.54 10.00  3.79 999 1014.1   2.0   4.4  -1.8 99.0 99.00
2005 04 13 13 00 337  4.7  5.5  0.52 11.11  3.89 999 1014.8   2.5   4.4  -2.0 99.0 99.00
2005 04 13 14 00 350  5.5  6.5  0.55 10.00  4.36 999 1015.6   2.6   4.7  -1.6 99.0 99.00
2005 04 13 15 00 355  4.1 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2005 04 13 16 00   6  3.3  4.1  0.57 10.00  6.18 999 1015.7   3.2   5.2  -1.0 99.0 99.00
2005 04 13 17 00  77  0.7  1.6  0.65 11.11  7.19 999 1015.0   3.8   5.6  -0.9 99.0 99.00
2005 04 13 18 00  83  2.1  2.7  0.68 11.11  7.48 999 1015.0   3.9   5.9  -0.4 99.0 99.00
2005 04 13 19 00  83  3.8  4.4  0.57 10.00  6.67 999 1014.8   3.6   5.9  -0.7 99.0 99.00
2005 04 13 20 00  97  4.7  5.7  0.65 10.00  7.46 999 1014.3   3.7   5.5  -0.3 99.0 99.00
2005 04 13 21 00 107  4.9  5.6  0.56 10.00  6.66 999 1013.5   3.9   5.5   0.1 99.0 99.00
2005 04 13 22 00 132  5.4  6.4  0.53 10.00  5.95 999 1013.5   4.0   5.2   0.6 99.0 99.00
2005 04 13 23 00 153  7.1  8.1  0.68 10.00  5.09 999 1012.9   4.3   5.2   1.2 99.0 99.00
2005 04 14 00 00 148  5.9  6.9  0.65 10.00  4.04 999 1014.1   4.8   5.1   1.1 99.0 99.00
2005 04 14 01 00 165  7.0  8.0  0.69 10.00  3.93 999 1014.1   5.1   5.1   2.0 99.0 99.00
2005 04 14 02 00 197  6.6  7.9  0.73 10.00  3.91 999 1014.2   5.2   5.1   0.8 99.0 99.00
2005 04 14 03 00 241  5.9  7.9  0.66  9.09  4.44 999 1014.2   5.2   5.1   0.7 99.0 99.00
2005 04 14 04 00 228  6.7  8.8  0.77 10.00  3.67 999 1014.1   5.1   4.8   1.0 99.0 99.00
2005 04 14 05 00 239  5.1  6.3  0.68 10.00  3.91 999 1014.1   5.1   5.1   1.8 99.0 99.00
2005 04 14 06 00 237  5.0  6.1  0.56 10.00  3.82 999 1014.1   4.7   4.8   1.5 99.0 99.00
2005 04 14 07 00 238  4.4  5.4  0.52  9.09  3.96 999 1014.1   4.4   4.8   1.3 99.0 99.00
2005 04 14 08 00 267  4.3  5.2  0.46  9.09  4.34 999 1014.1   4.8   4.8   1.3 99.0 99.00
2005 04 14 09 00 340  3.8  4.6  0.43 10.00  5.55 999 1014.3   5.5   5.1   2.1 99.0 99.00
2005 04 14 10 00 329  4.1  5.0  0.35 11.11  6.61 999 1014.8   5.5   5.1   2.6 99.0 99.00
2005 04 14 11 00 336  3.9  4.6  0.42 10.00  7.53 999 1015.7   5.6   5.1   2.4 99.0 99.00
2005 04 14 12 00 349  4.1  4.6  0.39 10.00  7.77 999 1015.9   5.5   5.1   2.1 99.0 99.00
2005 04 14 13 00  10  8.1  9.6  0.40  9.09  5.71 999 1017.0   6.7   5.2   1.5 99.0 99.00
2005 04 14 14 00  17  8.4 10.0  0.84  3.03  3.17 999 1017.9   6.0   5.5   1.5 99.0 99.00
2005 04 14 15 00  22  7.8  9.0  0.89  3.23  3.60 999 1018.9   5.8   5.3   2.1 99.0 99.00
2005 04 14 16 00  27  7.5  8.7  0.74  3.33  3.43 999 1019.6   5.8   5.5   2.0 99.0 99.00
2005 04 14 17 00  50  6.6  7.9  0.62  3.70  3.59 999 1020.3   5.6   5.5   1.7 99.0 99.00
2005 04 14 18 00  69  6.6  7.7  0.53  8.33  4.09 999 1020.5   5.6   5.6   1.9 99.0 99.00
2005 04 14 19 00  66  6.9  8.0  0.59  4.55  4.22 999 1020.5   5.5   5.5   1.9 99.0 99.00
2005 04 14 20 00  53  6.0  7.8  0.70  4.76  3.74 999 1020.9   5.6   5.2   1.9 99.0 99.00
2005 04 14 21 00  54  5.0  6.1  0.70  3.23  3.95 999 1021.8   5.6   5.5   1.5 99.0 99.00
2005 04 14 22 00  57  4.3  5.1  0.68 11.11  4.06 999 1022.5   5.7   5.5   1.9 99.0 99.00
2005 04 14 23 00  61  3.4  3.9  0.67 10.00  4.43 999 1022.7   5.6   5.5   1.6 99.0 99.00
2005 04 15 00 00  66  3.9  4.6  0.71 10.00  4.43 999 1024.1   5.2   5.5   2.1 99.0 99.00
2005 04 15 01 00  63  4.5  5.2  0.75 10.00  4.34 999 1025.2   5.1   5.2   3.0 99.0 99.00
2005 04 15 02 00  53  4.9  6.0  0.72 10.00  4.47 999 1025.8   4.8   5.2   3.0 99.0 99.00
2005 04 15 03 00  62  5.2  6.1  0.74 10.00  4.74 999 1026.6   4.9   5.2   2.6 99.0 99.00
2005 04 15 04 00  61  5.7  6.6  0.71  9.09  4.95 999 1027.1   4.8   5.2   2.2 99.0 99.00
2005 04 15 05 00  45  5.6  6.5  0.78 10.00  4.25 999 1027.4   4.8   5.1   1.3 99.0 99.00
2005 04 15 06 00  38  6.7  8.0  0.78 10.00  4.13 999 1028.1   5.1   5.2   0.7 99.0 99.00
2005 04 15 07 00  22  7.2  8.2  0.81 10.00  4.01 999 1028.3   4.8   5.2   0.7 99.0 99.00
2005 04 15 08 00  26  8.1  9.4  0.99 10.00  4.20 999 1028.3   5.1   5.2   0.1 99.0 99.00
2005 04 15 09 00  30  8.5  9.9  1.04  5.00  4.10 999 1028.6   4.8   5.2  -0.1 99.0 99.00
2005 04 15 10 00  31  9.0 10.4  1.06 10.00  3.98 999 1028.9   4.7   5.2  -0.8 99.0 99.00
2005 04 15 11 00  30  9.2 10.9  1.21  9.09  4.12 999 1029.9   4.7   5.2  -1.2 99.0 99.00
2005 04 15 12 00  29  9.5 10.9  1.33  5.00  4.35 999 1030.7   4.7   5.1  -1.7 99.0 99.00
2005 04 15 13 00  26  8.8 10.5  1.40  5.26  4.37 999 1031.9   4.7   5.1  -1.3 99.0 99.00
2005 04 15 14 00  22  8.5 10.0  1.46  5.88  4.69 999 1033.0   4.4   5.1  -1.4 99.0 99.00
2005 04 15 15 00  21  7.9  9.2  1.48  6.25  4.70 999 1033.6   4.7   5.1  -0.5 99.0 99.00
2005 04 15 16 00  15  7.2  8.4  1.41  5.88  4.62 999 1033.7   4.4   5.1  -0.1 99.0 99.00
2005 04 15 17 00  28  7.5  9.0  1.31  5.88  4.47 999 1034.1   4.5   5.2  -2.0 99.0 99.00
2005 04 15 18 00  42  6.2  7.5  1.27  5.88  4.57 999 1034.2   4.7   5.2  -1.5 99.0 99.00
2005 04 15 19 00  49  6.3  7.3  1.09  5.26  4.73 999 1033.5   4.4   5.2  -2.1 99.0 99.00
2005 04 15 20 00  64  4.0  4.8  1.02  5.88  4.67 999 1033.4   4.8   5.2  -2.5 99.0 99.00
2005 04 15 21 00  77  4.5  5.5  1.08  9.09  5.09 999 1033.5   5.1   5.1  -2.6 99.0 99.00
2005 04 15 22 00  90  4.3  5.2  1.16  8.33  5.42 999 1033.6   5.1   4.8  -2.4 99.0 99.00
2005 04 15 23 00 103  3.0  4.0  1.21  7.69  5.96 999 1034.4   4.9   5.1  -2.6 99.0 99.00
2005 04 16 00 00 145  2.3  3.0  1.19  8.33  6.13 999 1034.5   4.4   5.2  -1.7 99.0 99.00
2005 04 16 01 00 163  1.7  2.1  1.17  8.33  5.87 999 1035.0   4.4   5.5  -0.7 99.0 99.00
2005 04 16 02 00 167  0.2  0.7  1.06  8.33  5.90 999 1035.0   4.7   5.5  -0.3 99.0 99.00
2005 04 16 03 00 329  1.5  1.9  1.17  8.33  6.16 999 1035.1   4.7   5.5  -0.1 99.0 99.00
2005 04 16 04 00 336  2.6  3.0  1.23  7.69  6.17 999 1035.1   4.9   4.8  -0.5 99.0 99.00
2005 04 16 05 00 341  3.4  3.9  1.13  7.69  6.08 999 1035.1   4.7   4.8   0.5 99.0 99.00
2005 04 16 06 00   3  3.2  3.7  1.05  7.14  5.85 999 1035.1   4.7   5.1   0.7 99.0 99.00
2005 04 16 07 00  13  3.4  3.8  1.04  9.09  5.76 999 1035.1   4.7   5.2  -0.1 99.0 99.00
2005 04 16 08 00   5  4.4  5.1  0.97 10.00  5.78 999 1034.6   4.8   5.2  -0.6 99.0 99.00
2005 04 16 09 00  15  5.4  6.2  0.95  9.09  5.94 999 1034.4   5.1   5.3   1.0 99.0 99.00
2005 04 16 10 00  11  5.0  5.7  0.88  8.33  5.54 999 1034.5   5.1   5.2   2.1 99.0 99.00
2005 04 16 11 00  29  3.8  4.3  0.86  9.09  5.89 999 1035.9   5.2   5.2   2.0 99.0 99.00
2005 04 16 12 00  50  2.1  2.5  0.81  8.33  5.84 999 1036.6   5.5   5.5   1.6 99.0 99.00
2005 04 16 13 00  61  2.8  3.5  0.83  9.09  6.03 999 1037.5   5.6   5.5   0.5 99.0 99.00
2005 04 16 14 00  40  2.2  2.6  0.88  8.33  6.23 999 1037.6   5.6   5.8  -0.9 99.0 99.00
2005 04 16 15 00  74  2.6  3.1  0.88  7.69  6.12 999 1037.5   5.6   6.0  -2.3 99.0 99.00
2005 04 16 16 00  78  2.6  3.3  0.84  8.33  6.00 999 1036.6   5.5   6.3  -0.6 99.0 99.00
2005 04 16 17 00  88  2.8  3.3  0.78  6.67  5.58 999 1035.3   5.5   6.6  -1.4 99.0 99.00
2005 04 16 18 00 113  2.9  3.4  0.86  9.09  5.73 999 1035.0   5.6   6.6  -0.6 99.0 99.00
2005 04 16 19 00 121  2.9  3.3  0.87  9.09  5.75 999 1033.7   5.7   6.6  -0.7 99.0 99.00
2005 04 16 20 00 132  3.4  4.1  0.90  8.33  6.09 999 1033.2   5.8   6.6  -0.6 99.0 99.00
2005 04 16 21 00 132  3.3  3.9  0.90 10.00  5.98 999 1032.2   5.9   6.5  -0.6 99.0 99.00
2005 04 16 22 00 122  1.7  2.2  0.92  8.33  6.00 999 1031.9   6.2   6.4   0.1 99.0 99.00
2005 04 16 23 00 140  3.3  3.7  0.94 10.00  6.33 999 1031.3   5.9   6.4   1.1 99.0 99.00
2005 04 17 00 00 123  3.5  4.0  1.03 10.00  6.73 999 1031.1   5.6   6.3   1.3 99.0 99.00
2005 04 17 01 00 126  4.4  5.6  1.14 10.00  7.07 999 1030.5   5.6   6.3   1.1 99.0 99.00
2005 04 17 02 00 135  5.4  6.4  1.23 10.00  7.01 999 1030.3   5.5   6.2   2.6 99.0 99.00
2005 04 17 03 00 157  4.0  4.8  1.33  9.09  6.50 999 1029.8   5.6   6.2   2.4 99.0 99.00
2005 04 17 04 00 197  3.4  4.1  1.19  7.69  6.48 999 1029.0   5.5   6.3   2.1 99.0 99.00
2005 04 17 05 00 219  3.1  3.7  1.16 11.11  6.61 999 1028.8   5.2   6.3   1.1 99.0 99.00
2005 04 17 06 00 227  3.3  4.1  1.21 10.00  7.04 999 1028.2   5.2   6.3  -1.9 99.0 99.00
2005 04 17 07 00 233  3.5  4.2  1.29 10.00  7.14 999 1027.2   5.2   6.3  -1.0 99.0 99.00
2005 04 17 08 00 250  3.6  4.4  1.17 10.00  6.86 999 1026.3   5.1   6.3   0.3 99.0 99.00
2005 04 17 09 00 252  3.0  3.8  1.22 10.00  7.16 999 1025.6   5.2   6.2   0.9 99.0 99.00
2005 04 17 10 00 245  2.7  3.8  1.27  9.09  7.16 999 1025.0   5.2   6.0   1.4 99.0 99.00
2005 04 17 11 00 222  2.9  3.5  1.18  9.09  6.98 999 1024.7   5.6   5.9   0.0 99.0 99.00
2005 04 17 12 00 242  2.4  3.2  1.30 10.00  7.35 999 1024.3   5.7   5.9  -0.1 99.0 99.00
2005 04 17 13 00 213  1.8  2.6  1.23 10.00  7.29 999 1023.9   5.8   5.9   0.6 99.0 99.00
2005 04 17 14 00 213  2.3  2.8  1.25  9.09  7.28 999 1023.4   6.0   6.2   0.1 99.0 99.00
2005 04 17 15 00 251  1.4  2.1  1.20  8.33  7.28 999 1022.5   6.7   6.3   0.9 99.0 99.00
2005 04 17 16 00 157  1.3  2.0  1.22  9.09  7.52 999 1021.4   7.5   6.8   1.8 99.0 99.00
2005 04 17 17 00 124  3.2  3.9  1.22  8.33  7.25 999 1020.5   7.3   7.1   3.6 99.0 99.00
2005 04 17 18 00 127  3.8  4.5  1.37  7.69  7.40 999 1019.4   7.8   7.4   3.9 99.0 99.00
2005 04 17 19 00 123  4.0  4.7  1.20  8.33  7.13 999 1018.1   8.3   7.3   3.2 99.0 99.00
2005 04 17 20 00 119  5.1  5.7  1.27 10.00  7.65 999 1016.6   8.6   7.5   4.8 99.0 99.00
2005 04 17 21 00 130  5.9  6.5  1.28 10.00  7.33 999 1015.8   8.9   7.4   5.1 99.0 99.00
2005 04 17 22 00 140  5.9  6.6  1.23 10.00  6.80 999 1014.9  10.1   7.4   4.6 99.0 99.00
2005 04 17 23 00 140  6.1  6.9  1.38  9.09  6.44 999 1014.3   9.5   6.7   5.1 99.0 99.00
2005 04 18 00 00 149  4.7  5.3  1.36 11.11  6.41 999 1014.7   9.0   6.6   5.6 99.0 99.00
2005 04 18 01 00 174  2.5  2.9  1.29 12.50  6.68 999 1015.3   9.5   6.6   6.4 99.0 99.00
2005 04 18 02 00 245  2.9  3.6  1.15 11.11  6.49 999 1015.6  11.0   6.6 999.0 99.0 99.00
2005 04 18 03 00 242  3.9  4.9  1.25  9.09  7.41 999 1015.4   9.8   6.6   4.5 99.0 99.00
2005 04 18 04 00 255  4.3  5.4  1.12 12.50  7.67 999 1015.0  10.0   6.7   4.5 99.0 99.00
2005 04 18 05 00 266  3.5  4.4  1.19  9.09  7.74 999 1015.0   9.7   7.1   4.9 99.0 99.00
2005 04 18 06 00 283  4.2  5.1  1.17 12.50  7.95 999 1014.8  10.2   6.7   4.3 99.0 99.00
2005 04 18 07 00 273  2.9  3.6  1.24 12.50  8.08 999 1014.8   9.0   6.6   5.1 99.0 99.00
2005 04 18 08 00 295  2.8  3.7  1.21 12.50  8.18 999 1014.8   9.5   6.6   4.1 99.0 99.00
2005 04 18 09 00 326  4.7  5.5  1.26 11.11  8.03 999 1015.0   9.7   6.6   3.8 99.0 99.00
2005 04 18 10 00 334  4.8  5.6  1.25 11.11  8.22 999 1015.8   9.7   6.6   4.1 99.0 99.00
2005 04 18 11 00 347  4.7  5.0  1.25 10.00  8.11 999 1017.0   9.2   6.5   3.5 99.0 99.00
2005 04 18 12 00 350  3.7  4.2  1.38 11.11  8.82 999 1017.9   8.8   6.3   3.7 99.0 99.00
2005 04 18 13 00 341  3.9  4.6  1.32 12.50  8.65 999 1018.4   8.8   6.3   3.8 99.0 99.00
2005 04 18 14 00 340  1.8  3.3  1.30 11.11  8.33 999 1019.0   8.9   6.6   4.7 99.0 99.00
2005 04 18 15 00 357  5.4  5.9  1.47 11.11  7.82 999 1019.5  10.5   6.7   0.6 99.0 99.00
2005 04 18 16 00  20  5.2  5.9  1.51 11.11  7.06 999 1019.4  10.5   6.8   1.8 99.0 99.00
2005 04 18 17 00  38  5.1  5.9  1.74 11.11  8.61 999 1019.0   9.8   7.1   2.6 99.0 99.00
2005 04 18 18 00  56  3.9  4.4  1.48 10.00  8.45 999 1018.3  10.0   7.4   0.5 99.0 99.00
2005 04 18 19 00 116  3.3  4.5  1.50 11.11  8.87 999 1018.1   9.7   7.8   2.6 99.0 99.00
2005 04 18 20 00 143  3.6  4.1  1.15 11.11  8.33 999 1017.4   9.2   8.2   3.8 99.0 99.00
2005 04 18 21 00 134  3.3  3.7  1.30 10.00  8.75 999 1016.9   9.4   8.2   4.2 99.0 99.00
2005 04 18 22 00 155  3.9  4.4  1.19 10.00  8.51 999 1016.4   9.4   8.2   3.3 99.0 99.00
2005 04 18 23 00 161  3.9  4.4  1.12 10.00  8.48 999 1016.4  10.1   7.8   2.3 99.0 99.00
2005 04 19 00 00 165  5.1  6.5  1.04 11.11  8.53 999 1016.5  11.5   7.5   2.0 99.0 99.00
2005 04 19 01 00 215  4.2  5.2  0.92 10.00  8.17 999 1017.3  12.2   7.4   0.0 99.0 99.00
2005 04 19 02 00 235  5.4  6.1  1.09 10.00  8.84 999 1017.7  10.9   7.4   2.0 99.0 99.00
