"","V1","uid","city_dev_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience_years","company_size","company_type","last_new_job","training_hours","experience_level","pred_rf"
"1246",1246,16582,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"5000-9999","Pvt Ltd","2",161,"Y4","0"
"1247",1247,14417,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",22,"10000+","Pvt Ltd","4",72,"Y4","0"
"1248",1248,23690,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Funded Startup","1",39,"Y2","0"
"1249",1249,13146,0.866,"Male","No relevent experience","no_enrollment","Masters","STEM",5,"500-999","Public Sector","1",103,"Y2","0"
"1250",1250,13912,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",27,"Y2","0"
"1251",1251,5901,0.766,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"1000-4999","Pvt Ltd","2",33,"Y2","0"
"1252",1252,20124,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd","1",28,"Y4","0"
"1253",1253,10937,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Public Sector",">4",33,"Y4","0"
"1254",1254,13463,0.897,"Male","No relevent experience","Full time course","Graduate","STEM",6,"10000+","Public Sector","1",17,"Y2","0"
"1255",1255,14878,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","1",51,"Y3","0"
"1256",1256,19192,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Funded Startup","1",35,"Y2","0"
"1257",1257,12153,0.926,"Female","No relevent experience","no_enrollment","High School","STEM",2,"500-999","Pvt Ltd","2",23,"Y1","0"
"1258",1258,31239,0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",19,"10000+","Pvt Ltd",">4",41,"Y4","0"
"1259",1259,4893,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",4,"50-99","Pvt Ltd","1",35,"Y2","1"
"1260",1260,21179,0.767,"Male","No relevent experience","no_enrollment","Graduate","STEM",10,"1000-4999","Pvt Ltd","never",52,"Y3","0"
"1261",1261,12615,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","1",228,"Y2","1"
"1262",1262,19040,0.91,"Male","No relevent experience","Full time course","Masters","STEM",4,"10000+","Public Sector","1",50,"Y2","0"
"1263",1263,30042,0.92,"Female","No relevent experience","Full time course","Masters","STEM",11,"10000+","Public Sector","1",58,"Y3","0"
"1264",1264,14370,0.92,"Other","No relevent experience","no_enrollment","High School","STEM",4,"10000+","Pvt Ltd","1",176,"Y2","0"
"1265",1265,5792,0.855,"Male","Has relevent experience","Full time course","Graduate","STEM",9,"<10","Funded Startup","1",3,"Y2","0"
"1266",1266,8720,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Pvt Ltd","3",147,"Y4","0"
"1267",1267,15676,0.895,"Male","Has relevent experience","Full time course","Masters","STEM",4,"50-99","Funded Startup","2",13,"Y2","0"
"1268",1268,24351,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd","never",298,"Y2","1"
"1269",1269,751,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"500-999","Pvt Ltd","1",37,"Y2","1"
"1270",1270,3538,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"10000+","Pvt Ltd",">4",86,"Y4","0"
"1271",1271,22590,0.624,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",7,"50-99","Pvt Ltd",">4",36,"Y2","1"
"1272",1272,3887,0.92,"Female","Has relevent experience","no_enrollment","Phd","STEM",13,"5000-9999","Pvt Ltd","1",11,"Y3","0"
"1273",1273,17916,0.754,"Male","Has relevent experience","Full time course","Graduate","STEM",4,"<10","Pvt Ltd","1",15,"Y2","0"
"1274",1274,20061,0.899,"Male","Has relevent experience","no_enrollment","Graduate","Other",8,"1000-4999","Pvt Ltd",">4",54,"Y2","0"
"1275",1275,6066,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Pvt Ltd",">4",96,"Y4","0"
"1276",1276,29249,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"100-500","Pvt Ltd","2",214,"Y1","1"
"1277",1277,32114,0.92,"Male","No relevent experience","Full time course","Masters","STEM",9,"5000-9999","Pvt Ltd",">4",55,"Y2","0"
"1278",1278,26803,0.698,"Male","No relevent experience","no_enrollment","Primary School","STEM",1,"<10","Early Stage Startup","never",34,"Y1","0"
"1279",1279,3794,0.92,"Male","Has relevent experience","Full time course","Graduate","STEM",22,"<10","Funded Startup",">4",50,"Y4","0"
"1280",1280,30176,0.691,"Male","Has relevent experience","Full time course","Graduate","STEM",9,"500-999","Pvt Ltd","2",96,"Y2","0"
"1281",1281,25708,0.926,"Male","No relevent experience","Full time course","Graduate","STEM",6,"50-99","NGO","1",51,"Y2","0"
"1282",1282,252,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"1000-4999","Pvt Ltd","1",26,"Y3","0"
"1283",1283,33197,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",4,"10000+","Pvt Ltd","never",22,"Y2","1"
"1284",1284,12575,0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd","1",99,"Y4","0"
"1285",1285,20879,0.939,"Male","No relevent experience","Part time course","High School","STEM",4,"100-500","Pvt Ltd","never",7,"Y2","0"
"1286",1286,9541,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",15,"500-999","Pvt Ltd","1",154,"Y3","0"
"1287",1287,22654,0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",8,"Y2","0"
"1288",1288,18671,0.624,"Male","No relevent experience","no_enrollment","Primary School","STEM",4,"10000+","Pvt Ltd","never",6,"Y2","0"
"1289",1289,19581,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",6,"100-500","Pvt Ltd","1",242,"Y2","0"
"1290",1290,1975,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Pvt Ltd","1",109,"Y2","0"
"1291",1291,30426,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",3,"10000+","Pvt Ltd","never",106,"Y1","1"
"1292",1292,25707,0.924,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","1",9,"Y2","0"
"1293",1293,9657,0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Funded Startup","1",22,"Y1","0"
"1294",1294,25396,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"50-99","Pvt Ltd","1",23,"Y4","0"
"1295",1295,30079,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"5000-9999","Pvt Ltd","2",92,"Y3","0"
"1296",1296,32292,0.754,"Female","Has relevent experience","Part time course","Graduate","STEM",8,"10/49","Pvt Ltd","3",57,"Y2","0"
"1297",1297,19861,0.926,"Male","No relevent experience","no_enrollment","High School","STEM",5,"1000-4999","Pvt Ltd","never",48,"Y2","0"
"1298",1298,13328,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"10000+","Pvt Ltd","1",78,"Y3","0"
"1299",1299,543,0.893,"Female","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","2",11,"Y2","0"
"1300",1300,10295,0.913,"Male","Has relevent experience","no_enrollment","High School","STEM",22,"1000-4999","Pvt Ltd","3",46,"Y4","0"
"1301",1301,24561,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd",">4",91,"Y4","0"
"1302",1302,10031,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Early Stage Startup","1",90,"Y2","0"
"1303",1303,21660,0.827,"Male","Has relevent experience","Full time course","High School","STEM",7,"1000-4999","Pvt Ltd","1",77,"Y2","0"
"1304",1304,27038,0.92,"Female","No relevent experience","no_enrollment","Graduate","Humanities",20,"10000+","Pvt Ltd",">4",56,"Y4","0"
"1305",1305,5431,0.624,"Male","No relevent experience","Full time course","High School","STEM",3,"<10","Early Stage Startup","never",34,"Y1","0"
"1306",1306,12499,0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"500-999","Pvt Ltd",">4",70,"Y3","0"
"1307",1307,31842,0.698,"Female","Has relevent experience","no_enrollment","Masters","STEM",12,"50-99","Pvt Ltd","3",6,"Y3","0"
"1308",1308,15547,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"10000+","Pvt Ltd","4",42,"Y2","0"
"1309",1309,12821,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","2",102,"Y2","1"
"1310",1310,12556,0.926,"Female","No relevent experience","Full time course","Masters","STEM",10,"500-999","Public Sector","1",196,"Y3","0"
"1311",1311,26177,0.802,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"10/49","Pvt Ltd","1",316,"Y4","0"
"1312",1312,9403,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",16,"50-99","Pvt Ltd","3",8,"Y4","0"
"1313",1313,12486,0.767,"Female","Has relevent experience","no_enrollment","Masters","STEM",6,"50-99","Pvt Ltd","3",29,"Y2","0"
"1314",1314,3352,0.645,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"500-999","Pvt Ltd","2",11,"Y2","0"
"1315",1315,17940,0.926,"Male","No relevent experience","no_enrollment","Masters","STEM",13,"1000-4999","Pvt Ltd","never",6,"Y3","0"
"1316",1316,14165,0.925,"Male","Has relevent experience","no_enrollment","Masters","Other",9,"10/49","Early Stage Startup","1",52,"Y2","0"
"1317",1317,27889,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",16,"50-99","Pvt Ltd",">4",3,"Y4","0"
"1318",1318,30377,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Other","1",88,"Y2","1"
"1319",1319,9748,0.92,"Male","Has relevent experience","Part time course","Phd","STEM",22,"100-500","Pvt Ltd",">4",52,"Y4","0"
"1320",1320,25448,0.727,"Male","Has relevent experience","Full time course","Graduate","STEM",7,"1000-4999","Pvt Ltd",">4",24,"Y2","0"
"1321",1321,5952,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",20,"10000+","Pvt Ltd",">4",54,"Y4","0"
"1322",1322,25604,0.92,"Male","No relevent experience","no_enrollment","Graduate","Business Degree",11,"50-99","Pvt Ltd","2",78,"Y3","0"
"1323",1323,9984,0.698,"Male","No relevent experience","no_enrollment","High School","STEM",3,"50-99","Pvt Ltd","1",13,"Y1","0"
"1324",1324,142,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",22,"100-500","Pvt Ltd","3",106,"Y4","0"
"1325",1325,4747,0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd",">4",75,"Y4","0"
"1326",1326,33244,0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",8,"1000-4999","Pvt Ltd","4",85,"Y2","0"
"1327",1327,26705,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Public Sector","2",21,"Y2","0"
"1328",1328,19175,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",7,"100-500","Pvt Ltd","1",224,"Y2","1"
"1329",1329,22119,0.762,"Male","Has relevent experience","Full time course","Graduate","STEM",3,"100-500","Pvt Ltd","2",83,"Y1","0"
"1330",1330,15370,0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","2",112,"Y2","0"
"1331",1331,17937,0.624,"Male","No relevent experience","Full time course","High School","STEM",5,"500-999","Pvt Ltd","never",165,"Y2","0"
"1332",1332,23613,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",22,"1000-4999","Pvt Ltd",">4",78,"Y4","0"
"1333",1333,4216,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd","1",28,"Y4","0"
"1334",1334,7235,0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",19,"50-99","Funded Startup","3",19,"Y4","0"
"1335",1335,14976,0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","never",9,"Y3","0"
"1336",1336,2069,0.926,"Female","Has relevent experience","no_enrollment","Masters","Humanities",22,"<10","Pvt Ltd",">4",66,"Y4","0"
"1337",1337,33139,0.698,"Male","No relevent experience","no_enrollment","Masters","STEM",5,"100-500","Pvt Ltd","1",46,"Y2","0"
"1338",1338,9468,0.92,"Female","Has relevent experience","no_enrollment","Masters","Arts",4,"50-99","NGO","4",54,"Y2","0"
"1339",1339,25820,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",19,"10000+","Pvt Ltd","1",145,"Y4","0"
"1340",1340,18401,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","3",29,"Y2","1"
"1341",1341,50,0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"10000+","Pvt Ltd","1",79,"Y4","0"
"1342",1342,21591,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Pvt Ltd",">4",55,"Y4","0"
"1343",1343,22180,0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major",22,"100-500","Pvt Ltd","2",18,"Y4","0"
"1344",1344,7222,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"1000-4999","Pvt Ltd","1",9,"Y4","0"
"1345",1345,6111,0.926,"Male","No relevent experience","Part time course","Masters","STEM",22,"<10","Funded Startup","1",15,"Y4","0"
"1346",1346,29172,0.92,"Male","Has relevent experience","Full time course","Graduate","STEM",15,"1000-4999","Pvt Ltd","2",94,"Y3","0"
"1347",1347,18229,0.896,"Male","No relevent experience","no_enrollment","High School","STEM",10,"5000-9999","Pvt Ltd","1",18,"Y3","0"
"1348",1348,22239,0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",5,"1000-4999","Pvt Ltd","3",105,"Y2","0"
"1349",1349,17040,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",3,"Y2","0"
"1350",1350,24259,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Pvt Ltd","2",57,"Y2","1"
"1351",1351,19834,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"5000-9999","Pvt Ltd","never",7,"Y2","1"
"1352",1352,23101,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",10,"<10","Pvt Ltd","1",104,"Y3","0"
"1353",1353,10679,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",2,"10/49","Pvt Ltd","1",17,"Y1","0"
"1354",1354,20845,0.743,"Male","No relevent experience","Part time course","Primary School","STEM",2,"50-99","Funded Startup","1",44,"Y1","0"
"1355",1355,31429,0.827,"Male","Has relevent experience","Part time course","Graduate","STEM",5,"100-500","NGO","1",94,"Y2","0"
"1356",1356,23841,0.84,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"1000-4999","Pvt Ltd","1",210,"Y4","0"
"1357",1357,20618,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"50-99","Pvt Ltd","2",86,"Y3","1"
"1358",1358,4379,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",22,"5000-9999","NGO",">4",90,"Y4","0"
"1359",1359,29814,0.92,"Male","No relevent experience","no_enrollment","Masters","Other",16,"10000+","Pvt Ltd",">4",43,"Y4","0"
"1360",1360,27621,0.926,"Male","Has relevent experience","no_enrollment","Graduate","No Major",22,"100-500","Pvt Ltd","1",43,"Y4","0"
"1361",1361,14521,0.913,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"100-500","Pvt Ltd","1",43,"Y4","0"
"1362",1362,5277,0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",3,"<10","Early Stage Startup","1",15,"Y1","0"
"1363",1363,4259,0.855,"Male","No relevent experience","Full time course","Masters","STEM",17,"10000+","Pvt Ltd","2",18,"Y4","0"
"1364",1364,23721,0.92,"Male","No relevent experience","Full time course","High School","STEM",1,"50-99","Funded Startup","never",61,"Y1","0"
"1365",1365,33130,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"100-500","Pvt Ltd","1",258,"Y4","0"
"1366",1366,29733,0.91,"Male","Has relevent experience","no_enrollment","Graduate","Arts",19,"500-999","NGO","1",14,"Y4","0"
"1367",1367,22146,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"5000-9999","Pvt Ltd","2",62,"Y2","0"
"1368",1368,8936,0.92,"Female","Has relevent experience","no_enrollment","Graduate","Business Degree",4,"50-99","Pvt Ltd","1",12,"Y2","0"
"1369",1369,25520,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",42,"Y4","0"
"1370",1370,30301,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",1,"5000-9999","Pvt Ltd","1",92,"Y1","0"
"1371",1371,15864,0.855,"Male","Has relevent experience","Full time course","Graduate","STEM",7,"10000+","Pvt Ltd","1",34,"Y2","0"
"1372",1372,14235,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"500-999","Pvt Ltd",">4",47,"Y4","0"
"1373",1373,6074,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Funded Startup","4",61,"Y4","0"
"1374",1374,22197,0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"1000-4999","Pvt Ltd",">4",23,"Y4","0"
"1375",1375,23633,0.698,"Male","No relevent experience","Full time course","Phd","STEM",22,"10000+","Public Sector",">4",3,"Y4","0"
"1376",1376,5983,0.887,"Male","Has relevent experience","no_enrollment","High School","STEM",6,"50-99","Pvt Ltd","1",30,"Y2","0"
"1377",1377,9985,0.74,"Female","Has relevent experience","Full time course","Graduate","STEM",11,"10/49","Pvt Ltd","never",73,"Y3","1"
"1378",1378,14351,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Funded Startup","1",37,"Y4","0"
"1379",1379,28359,0.92,"Male","No relevent experience","no_enrollment","Masters","No Major",22,"1000-4999","Pvt Ltd",">4",8,"Y4","0"
"1380",1380,6774,0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"50-99","Pvt Ltd","2",70,"Y4","0"
"1381",1381,16762,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"10000+","Pvt Ltd",">4",7,"Y3","0"
"1382",1382,13784,0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"<10","Pvt Ltd","3",86,"Y3","0"
"1383",1383,9512,0.92,"Other","Has relevent experience","no_enrollment","Graduate","Humanities",0,"50-99","Funded Startup","1",56,"Y1","0"
"1384",1384,7089,0.802,"Male","No relevent experience","Full time course","High School","STEM",2,"10/49","Early Stage Startup","1",34,"Y1","0"
"1385",1385,28672,0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",19,"1000-4999","Pvt Ltd","1",90,"Y4","0"
"1386",1386,31114,0.767,"Male","No relevent experience","Full time course","High School","STEM",5,"10/49","Early Stage Startup","1",32,"Y2","0"
"1387",1387,22981,0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",18,"100-500","Pvt Ltd","4",22,"Y4","0"
"1388",1388,18468,0.55,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",2,"50-99","Pvt Ltd","1",66,"Y1","0"
"1389",1389,10672,0.91,"Female","No relevent experience","no_enrollment","Graduate","STEM",0,"50-99","NGO","3",48,"Y1","0"
"1390",1390,19517,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"50-99","Other","2",64,"Y2","0"
"1391",1391,5149,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10000+","Pvt Ltd","never",64,"Y3","0"
"1392",1392,4065,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"1000-4999","Pvt Ltd","3",21,"Y3","0"
"1393",1393,18360,0.92,"Male","No relevent experience","no_enrollment","High School","STEM",0,"50-99","Pvt Ltd","never",94,"Y1","0"
"1394",1394,6765,0.887,"Male","Has relevent experience","no_enrollment","High School","STEM",8,"50-99","Pvt Ltd","1",92,"Y2","0"
"1395",1395,20041,0.624,"Male","No relevent experience","Full time course","Masters","STEM",2,"50-99","NGO","never",40,"Y1","1"
"1396",1396,18313,0.624,"Male","No relevent experience","Full time course","High School","STEM",2,"<10","Early Stage Startup","never",15,"Y1","0"
"1397",1397,30926,0.903,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"<10","Pvt Ltd",">4",18,"Y4","0"
"1398",1398,30328,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"500-999","Pvt Ltd","1",94,"Y3","1"
"1399",1399,9177,0.866,"Male","Has relevent experience","Full time course","Graduate","STEM",8,"10/49","Pvt Ltd","1",44,"Y2","0"
"1400",1400,31020,0.624,"Male","No relevent experience","Full time course","High School","STEM",4,"<10","Early Stage Startup","1",105,"Y2","0"
"1401",1401,2009,0.939,"Male","Has relevent experience","no_enrollment","Masters","Humanities",15,"1000-4999","Pvt Ltd","4",12,"Y3","0"
"1402",1402,28914,0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",0,"1000-4999","Pvt Ltd","never",79,"Y1","0"
"1403",1403,1199,0.92,"Male","No relevent experience","Part time course","Graduate","STEM",12,"100-500","NGO","1",70,"Y3","0"
"1404",1404,1792,0.579,"Male","No relevent experience","Full time course","High School","STEM",3,"50-99","Pvt Ltd","never",78,"Y1","1"
"1405",1405,25276,0.91,"Male","Has relevent experience","Full time course","Graduate","Other",8,"10/49","Pvt Ltd","1",6,"Y2","0"
"1406",1406,4907,0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"<10","Pvt Ltd","2",27,"Y3","0"
"1407",1407,19759,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",1,"50-99","Pvt Ltd","1",174,"Y1","1"
"1408",1408,294,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"500-999","Pvt Ltd","2",212,"Y4","0"
"1409",1409,28153,0.762,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Pvt Ltd",">4",13,"Y4","0"
"1410",1410,28338,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Public Sector","1",41,"Y4","0"
"1411",1411,12113,0.55,"Male","Has relevent experience","Part time course","Graduate","STEM",3,"10/49","Early Stage Startup","1",13,"Y1","1"
"1412",1412,14104,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Pvt Ltd","3",85,"Y4","0"
"1413",1413,446,0.579,"Male","No relevent experience","Full time course","High School","STEM",1,"50-99","NGO","never",102,"Y1","1"
"1414",1414,23452,0.91,"Male","No relevent experience","no_enrollment","High School","STEM",5,"10000+","Pvt Ltd","never",42,"Y2","0"
"1415",1415,12043,0.896,"Male","No relevent experience","Full time course","Graduate","STEM",3,"100-500","Pvt Ltd","never",35,"Y1","0"
"1416",1416,2135,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",1,"10000+","Pvt Ltd","never",42,"Y1","0"
"1417",1417,24439,0.925,"Male","No relevent experience","no_enrollment","Masters","Humanities",22,"<10","Other",">4",5,"Y4","0"
"1418",1418,33113,0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major",19,"50-99","Funded Startup","1",130,"Y4","0"
"1419",1419,30128,0.866,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd","2",47,"Y4","0"
"1420",1420,31322,0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"10000+","Pvt Ltd","1",332,"Y4","0"
"1421",1421,4366,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Pvt Ltd","1",85,"Y2","0"
"1422",1422,16126,0.92,"Male","No relevent experience","Part time course","Graduate","STEM",3,"10000+","Pvt Ltd","2",24,"Y1","0"
"1423",1423,27616,0.743,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","1",107,"Y2","0"
"1424",1424,24307,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"500-999","Pvt Ltd","1",26,"Y3","1"
"1425",1425,4145,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"500-999","Pvt Ltd",">4",21,"Y4","0"
"1426",1426,29837,0.558,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","1",248,"Y2","1"
"1427",1427,24744,0.866,"Male","No relevent experience","Full time course","High School","STEM",0,"500-999","Pvt Ltd","never",64,"Y1","0"
"1428",1428,1710,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd",">4",47,"Y4","0"
"1429",1429,31119,0.899,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","1",155,"Y1","0"
"1430",1430,744,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"<10","Pvt Ltd","1",80,"Y2","1"
"1431",1431,9916,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",55,"Y4","0"
"1432",1432,25901,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10000+","Pvt Ltd","1",43,"Y1","1"
"1433",1433,18978,0.926,"Male","Has relevent experience","Full time course","Graduate","STEM",19,"100-500","Pvt Ltd","1",111,"Y4","0"
"1434",1434,6988,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"<10","Pvt Ltd","3",75,"Y4","0"
"1435",1435,19762,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd",">4",7,"Y4","0"
"1436",1436,28270,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"1000-4999","Pvt Ltd","1",88,"Y2","0"
"1437",1437,4900,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","4",140,"Y3","0"
"1438",1438,10269,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd","4",23,"Y4","0"
"1439",1439,6854,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",12,"<10","Funded Startup","2",26,"Y3","1"
"1440",1440,19252,0.91,"Male","No relevent experience","Full time course","High School","STEM",6,"10/49","Early Stage Startup","never",20,"Y2","0"
"1441",1441,26642,0.682,"Male","Has relevent experience","Full time course","Graduate","STEM",1,"10/49","Pvt Ltd","1",45,"Y1","1"
"1442",1442,33071,0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"50-99","Pvt Ltd","1",76,"Y3","0"
"1443",1443,6852,0.743,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"1000-4999","Pvt Ltd","1",42,"Y3","0"
"1444",1444,14507,0.855,"Male","No relevent experience","no_enrollment","Masters","STEM",3,"10000+","Pvt Ltd","1",6,"Y1","0"
"1445",1445,754,0.55,"Male","No relevent experience","Full time course","Graduate","Humanities",2,"10/49","Pvt Ltd","1",33,"Y1","1"
"1446",1446,30434,0.624,"Male","No relevent experience","Full time course","High School","STEM",9,"10/49","Pvt Ltd","1",8,"Y2","1"
"1447",1447,26028,0.939,"Male","No relevent experience","Full time course","High School","STEM",3,"1000-4999","Pvt Ltd","1",52,"Y1","0"
"1448",1448,6387,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",9,"500-999","Pvt Ltd","never",34,"Y2","0"
