"","X","Year","State","Commodity","Type","Production","Marketing","Measure","Domain","Chemi_family","Materials","Value"
"417",1147,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",200
"418",1148,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",700
"419",1149,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",300
"420",1151,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",100
"421",1161,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",1000
"422",1162,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",600
"423",1164,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",100
"424",1165,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","TOTAL",5100
"425",1177,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," OTHER","TOTAL",125900
"426",1178,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","FERTILIZER",NA,"NITROGEN",320000
"427",1179,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","FERTILIZER",NA,"PHOSPHATE",86000
"428",1180,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","FERTILIZER",NA,"POTASH",389000
"429",1182,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",0.858
"430",1184,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",2.098
"431",1188,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",0.313
"432",1192,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",0.206
"433",1205,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",1.34
"434",1206,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," FUNGICIDE","THIRAM = 79801",2.036
"435",1213,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",0.045
"436",1214,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",0.099
"437",1215,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",0.141
"438",1216,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",0.05
"439",1218,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",0.058
"440",1228,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",0.065
"441",1229,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",0.063
"442",1231,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",0.054
"443",1243,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"NITROGEN",1
"444",1244,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"PHOSPHATE",1
"445",1245,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / APPLICATION","FERTILIZER",NA,"POTASH",2
"446",1247,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",4.123
"447",1249,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",16.856
"448",1253,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",0.642
"449",1257,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",0.428
"450",1270,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",4.888
"451",1271,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","THIRAM = 79801",10.166
"452",1278,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",0.184
"453",1279,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",0.127
"454",1280,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",0.663
"455",1281,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",0.077
"456",1283,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",0.067
"457",1293,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",0.212
"458",1294,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",0.116
"459",1296,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",0.095
"460",1308,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"NITROGEN",39
"461",1309,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"PHOSPHATE",17
"462",1310,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","FERTILIZER",NA,"POTASH",43
"463",1312,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",4.8
"464",1314,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",8
"465",1318,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",2.1
"466",1322,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",2.1
"467",1335,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",3.6
"468",1336,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","THIRAM = 79801",5
"469",1343,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",4.1
"470",1344,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",1.3
"471",1345,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",4.7
"472",1346,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",1.5
"473",1348,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",1.2
"474",1358,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",3.2
"475",1359,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",1.8
"476",1361,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",1.8
"477",1373,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","FERTILIZER",NA,"NITROGEN",28.7
"478",1374,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","FERTILIZER",NA,"PHOSPHATE",18.6
"479",1375,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","FERTILIZER",NA,"POTASH",25.2
"480",1377,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",29
"481",1379,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",88
"482",1383,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",64
"483",1387,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",64
"484",1400,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",21
"485",1401,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIRAM = 79801",54
"486",1402,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TOTAL",95
"487",1409,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","TOTAL",15
"488",1410,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",18
"489",1411,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",13
"490",1412,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",11
"491",1413,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",35
"492",1415,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",16
"493",1425,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",46
"494",1426,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",55
"495",1428,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",16
"496",1429,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","TOTAL",97
"497",1441,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," OTHER","TOTAL",17
"498",1442,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"NITROGEN",83
"499",1443,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"PHOSPHATE",52
"500",1444,2019,"FLORIDA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","FERTILIZER",NA,"POTASH",91
"501",1448,2019,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","NOT SOLD","CWT","TOTAL",NA,NA,0
"502",1451,2019,"FLORIDA","STRAWBERRIES",NA,"PRODUCTION","UTILIZED","CWT","TOTAL",NA,NA,2020000
"503",3530,2019,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","$","TOTAL",NA,NA,-2029057296
"504",3531,2019,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","FRESH MARKET","CWT","TOTAL",NA,NA,17530000
"505",3532,2019,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","$","TOTAL",NA,NA,262610000
"506",3533,2019,"OTHER STATES","STRAWBERRIES",NA,"PRODUCTION","PROCESSING","CWT","TOTAL",NA,NA,4970000
"507",4381,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,NA,"$ / CWT","TOTAL",NA,NA,89.5
"508",4382,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"FRESH MARKET","$ / CWT","TOTAL",NA,NA,104
"509",4383,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"PROCESSING","$ / CWT","TOTAL",NA,NA,42.2
"510",4384,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"PROCESSING","$ / TON","TOTAL",NA,NA,730
"511",4388,2018,"FLORIDA","STRAWBERRIES",NA,NA,NA,"$ / CWT","TOTAL",NA,NA,115
"512",4389,2018,"FLORIDA","STRAWBERRIES",NA,NA,"FRESH MARKET","$ / CWT","TOTAL",NA,NA,115
"513",4390,2018,"FLORIDA","STRAWBERRIES",NA,NA,"PROCESSING","$ / CWT","TOTAL",NA,NA,0
"514",4391,2018,"FLORIDA","STRAWBERRIES",NA,NA,"PROCESSING","$ / TON","TOTAL",NA,NA,0
"515",4404,2018,"NEW YORK","STRAWBERRIES",NA,NA,NA,"$ / CWT","TOTAL",NA,NA,204
"516",4410,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,NA,"$ / CWT","TOTAL",NA,NA,171
"517",4411,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"FRESH MARKET","$ / CWT","TOTAL",NA,NA,171
"518",4412,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"PROCESSING","$ / CWT","TOTAL",NA,NA,0
"519",4413,2018,"NORTH CAROLINA","STRAWBERRIES",NA,NA,"PROCESSING","$ / TON","TOTAL",NA,NA,0
"520",4417,2018,"OREGON","STRAWBERRIES",NA,NA,NA,"$ / CWT","TOTAL",NA,NA,107
"521",4424,2018,"OTHER STATES","STRAWBERRIES",NA,NA,"FRESH MARKET","$ / CWT","TOTAL",NA,NA,211
"522",4425,2018,"OTHER STATES","STRAWBERRIES",NA,NA,"PROCESSING","$ / CWT","TOTAL",NA,NA,88.3
"523",4432,2018,"WASHINGTON","STRAWBERRIES",NA,NA,NA,"$ / CWT","TOTAL",NA,NA,107
"524",4455,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"ACRES HARVESTED",NA,"TOTAL",NA,NA,35300
"525",4456,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,NA,NA,"TOTAL",NA,NA,35300
"526",4457,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION",NA,"$","TOTAL",NA,NA,2086077000
"527",4458,2018,"CALIFORNIA","STRAWBERRIES",NA,"PRODUCTION",NA,"CWT","TOTAL",NA,NA,23298000
"528",4459,2018,"CALIFORNIA","STRAWBERRIES",NA,NA,"YIELD","CWT / ACRE","TOTAL",NA,NA,660
"529",4460,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",1100
"530",4467,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","BOSCALID = 128008",1800
"531",4468,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",94800
"532",4471,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","CYFLUFENAMID = 555550",100
"533",4472,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",4900
"534",4474,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","FENHEXAMID = 90209",3100
"535",4475,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",3300
"536",4476,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","FLUOPYRAM = 80302",1600
"537",4477,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD = 138009",1100
"538",4481,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","MEFENOXAM = 113502",2000
"539",4482,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL = 128857",1100
"540",4483,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD = 90112",2900
"541",4484,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT = 230000",300
"542",4485,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. = 73508",15200
"543",4486,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",1000
"544",4487,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",2300
"545",4488,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",2800
"546",4489,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",900
"547",4491,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","SULFUR = 77501",298200
"548",4492,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",400
"549",4493,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",1100
"550",4494,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","THIRAM = 79801",20100
"551",4495,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","TOTAL",466900
"552",4496,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",2000
"553",4497,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",1900
"554",4498,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",100
"555",4502,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",800
"556",4503,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",2700
"557",4505,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," HERBICIDE","TOTAL",7200
"558",4506,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",200
"559",4507,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",1400
"560",4508,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",1200
"561",4509,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",600
"562",4510,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",5100
"563",4511,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",1100
"564",4519,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",600
"565",4523,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN= 138831",1800
"566",4528,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",1100
"567",4529,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","FENPYROXIMATE = 129131",100
"568",4530,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","FLONICAMID = 128016",1300
"569",4531,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE = 122304",700
"570",4532,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX = 128849",800
"571",4533,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","IMIDACLOPRID = 129099",4100
"572",4535,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","MALATHION = 57701",8000
"573",4536,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE = 121027",1000
"574",4537,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","NALED = 34401",5000
"575",4539,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. = 25007",90500
"576",4540,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",1700
"577",4543,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","PYRETHRINS = 69001",400
"578",4545,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",800
"579",4546,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","SPINOSAD = 110003",700
"580",4547,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","SPIROMESIFEN = 24875",1000
"581",4550,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",400
"582",4551,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," INSECTICIDE","TOTAL",134400
"583",4558,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," OTHER","CHLOROPICRIN = 81501",2749500
"584",4559,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," OTHER","DICHLOROPROPENE = 29001",668000
"585",4560,2018,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB","CHEMICAL"," OTHER","FLUTRIAFOL = 128940",400
