,Year,State,Commodity,Type,Production,Marketing,Measure,Domain,Chemi_family,Materials,Value
3304,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,(D)
3305,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,1.8
3306,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CEREVISANE = 100055,(D)
3307,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,(D)
3308,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,(D)
3309,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,2.1
3310,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER OCTANOATE = 23306,(D)
3311,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,COPPER SULFATE = 24401,1.6
3312,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,1.3
3313,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,1.1
3314,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,1
3315,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,1.3
3316,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,FLUOPYRAM = 80302,1.4
3317,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,IPRODIONE = 109801,(D)
3318,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,ISOFETAMID = 270000,(D)
3319,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,(D)
3320,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,MONO-POTASSIUM SALT = 76416,1.3
3321,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,POLYOXIN D ZINC SALT = 230000,(D)
3322,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PROPICONAZOLE = 122101,(D)
3323,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,(D)
3324,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,PYRIMETHANIL = 288201,1.4
3325,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, FUNGICIDE,ZIRAM = 34805,(D)
3326,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,"2,4-D, DIMETH. SALT = 30019",1
3327,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,ACETOCHLOR = 121601,(D)
3328,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,1.1
3329,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,1.2
3330,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,CLOPYRALID MONO SALT = 117401,1
3331,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,(D)
3332,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,DIURON = 35505,1.3
3333,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,FLUAZIFOP-P-BUTYL = 122809,(D)
3334,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,FLUMETSULAM = 129016,(D)
3335,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,1.2
3336,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,1.7
3337,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,1.3
3338,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE POT. SALT = 103613,(D)
3339,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,HALOSULFURON-METHYL = 128721,(D)
3340,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,ISOXABEN = 125851,(D)
3341,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,MESOTRIONE = 122990,1
3342,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
3343,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,NORFLURAZON = 105801,1
3344,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,ORYZALIN = 104201,1
3345,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,1.2
3346,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,PRONAMIDE = 101701,(D)
3347,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,QUINCLORAC = 128974,(D)
3348,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,RIMSULFURON = 129009,1.1
3349,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
3350,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,SIMAZINE = 80807,1.8
3351,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,1.5
3352,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,ACEPHATE = 103301,(D)
3353,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,ACETAMIPRID = 99050,1
3354,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,AZADIRACHTIN = 121701,(D)
3355,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,BEAUVERIA BASSIANA = 128924,(D)
3356,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,1.7
3357,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,1.3
3358,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,BT SUBSP KURSTAKI STRAIN EVB-113-19 = 6700,(D)
3359,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA = 6534,(D)
3360,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329,1.9
3361,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,CYANTRANILIPROLE = 90098,(D)
3362,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,1
3363,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,ESFENVALERATE = 109303,1.1
3364,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,FENPROPATHRIN = 127901,(D)
3365,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,FLUPYRADIFURONE = 122304,(D)
3366,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
3367,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,1.4
3368,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,METHOMYL = 90301,1.2
3369,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,PETROLEUM DISTILLATE = 63503,(D)
3370,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,PHOSMET = 59201,(D)
3371,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
3372,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110007,1.2
3373,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,2.9
3374,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,SPIROTETRAMAT = 392201,(D)
3375,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,1
3376,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,2.4
3377,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,AUREOBASIDIUM PULLULANS DSM 14940 = 46010,1.7
3378,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,AUREOBASIDIUM PULLULANS DSM 14941 = 36010,1.7
3379,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,BT KURSTAKI SA-12 = 6518,3.9
3380,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,CAPRIC ACID = 128955,(D)
3381,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,CAPRYLIC ACID = 128919,(D)
3382,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,CHOLECALCIFEROL = 202901,(D)
3383,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,CUPRAMMONIUM ACETATE = 36011,(D)
3384,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,CYTOKININS = 116801,2.2
3385,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,DIPHACINONE = 67701,(D)
3386,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,FORCHLORFENURON = 128819,(D)
3387,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,GIBBERELLIC ACID = 43801,(D)
3388,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,HARPIN A B PROTEIN = 6506,(D)
3389,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,3.6
3390,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,INDAZIFLAM = 80818,1
3391,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,INDOLEBUTYRIC ACID = 46701,(D)
3392,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,IRON PHOSPHATE = 34903,(D)
3393,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,METALDEHYDE = 53001,(D)
3394,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,MINERAL OIL = 63502,(D)
3395,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,PEROXYACETIC ACID = 63201,(D)
3396,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,POTASSIUM SILICATE = 72606,(D)
3397,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,1.2
3398,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",CHEMICAL, OTHER,ZINC PHOSPHIDE = 88601,1.4
3399,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",FERTILIZER,NA,NITROGEN,5
3400,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",FERTILIZER,NA,PHOSPHATE,4
3401,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",FERTILIZER,NA,POTASH,4.7
3402,2019,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"NUMBER, AVG",FERTILIZER,NA,SULFUR,2
3403,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,30
3404,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(D)
3405,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,47
3406,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,BASIC COPPER SULFATE = 8101,7
3407,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,(D)
3408,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19 = 6544,(D)
3409,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,(D)
3410,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,44
3411,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,CEREVISANE = 100055,(D)
3412,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,(D)
3413,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,(D)
3414,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,24
3415,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,COPPER OCTANOATE = 23306,(D)
3416,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,COPPER SULFATE = 24401,10
3417,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,41
3418,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,30
3419,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,15
3420,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,41
3421,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,FLUOPYRAM = 80302,21
3422,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,IPRODIONE = 109801,(D)
3423,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,ISOFETAMID = 270000,(D)
3424,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,(D)
3425,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,MONO-POTASSIUM SALT = 76416,3
3426,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,POLYOXIN D ZINC SALT = 230000,(D)
3427,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,PROPICONAZOLE = 122101,(D)
3428,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,(D)
3429,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,PYRIMETHANIL = 288201,21
3430,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,TOTAL,91
3431,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, FUNGICIDE,ZIRAM = 34805,(D)
3432,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,"2,4-D, DIMETH. SALT = 30019",1
3433,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,ACETOCHLOR = 121601,(D)
3434,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,3
3435,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,21
3436,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,CLOPYRALID MONO SALT = 117401,2
3437,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,(D)
3438,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,DIURON = 35505,18
3439,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,FLUAZIFOP-P-BUTYL = 122809,(D)
3440,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,FLUMETSULAM = 129016,(D)
3441,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,14
3442,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,23
3443,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,16
3444,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE POT. SALT = 103613,(D)
3445,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,HALOSULFURON-METHYL = 128721,(D)
3446,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,ISOXABEN = 125851,(D)
3447,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,MESOTRIONE = 122990,18
3448,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
3449,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,NORFLURAZON = 105801,11
3450,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,ORYZALIN = 104201,14
3451,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,19
3452,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,PRONAMIDE = 101701,(D)
3453,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,QUINCLORAC = 128974,(D)
3454,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,RIMSULFURON = 129009,4
3455,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
3456,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,SIMAZINE = 80807,18
3457,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,3
3458,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, HERBICIDE,TOTAL,43
3459,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,ACEPHATE = 103301,(D)
3460,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,ACETAMIPRID = 99050,4
3461,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,AZADIRACHTIN = 121701,(D)
3462,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,BEAUVERIA BASSIANA = 128924,(D)
3463,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,20
3464,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,33
3465,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,BT SUBSP KURSTAKI STRAIN EVB-113-19 = 6700,(D)
3466,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA = 6534,(D)
